wikipedia_movie_ID,name,original_genres,predicted_genres
4549179,loveless in los angeles,"['Comedy', 'Indie', 'Romance']",['Drama']
30932941,the ice flood,['Old-fashioned/classical style'],[]
29902075,high infidelity,['Comedy'],['Drama']
14395140,never touched me,"['Comedy', 'Indie', 'Old-fashioned/classical style', 'Short Film']",['Short Film']
1395159,clockstoppers,"['Action/Adventure', ""Children's/Family"", 'Comedy', 'Science Fiction', 'Teen', 'Thriller']","['Drama', 'Fantasy', 'Music/Dance']"
24590816,a quiet little marriage,"['Drama', 'Indie']",['Drama']
1951984,fubar,"['Comedy', 'Drama', 'Friendships, Family & Personal Relationships', 'Indie']","['Drama', 'Fantasy', 'Music/Dance']"
849321,suburban commando,"['Action/Adventure', ""Children's/Family"", 'Comedy', 'Romance', 'Science Fiction']","['Drama', 'Fantasy', 'Music/Dance']"
2704374,the ring virus,"['Crime', 'Horror', 'Supernatural/Monster', 'Thriller', 'World cinema']",['Drama']
18906738,teen patti,"['Drama', 'Thriller', 'Unconventional', 'World cinema']","['Drama', 'Fantasy', 'Music/Dance']"
7998882,gold raiders,"['Action/Adventure', 'Comedy', 'Old-fashioned/classical style', 'Western']",[]
3375262,the dreamlife of angels,"['Drama', 'World cinema']","['Drama', 'Fantasy', 'Music/Dance']"
9678904,a letter from bataan,"['Political', 'Short Film']",['Short Film']
17093192,ways to strength and beauty,"['Non-fiction/Educational', 'Old-fashioned/classical style']",['Drama']
1377041,tom and jerry: the movie,"['Animation', ""Children's/Family"", 'Comedy', 'Music/Dance']","['Drama', 'Fantasy', 'Music/Dance']"
29690248,the gladiator,"['Action/Adventure', 'Drama', 'Thriller']",['Drama']
11069257,styrmand karlsen,"[""Children's/Family""]",['Drama']
18790154,the adventures of picasso,['Comedy'],['Drama']
4691511,lassie,"['Action/Adventure', ""Children's/Family"", 'Comedy', 'Drama']",['Drama']
21226154,the wayward wife,"['Comedy', 'Drama', 'Old-fashioned/classical style']",['Drama']
22288756,calcutta,['Non-fiction/Educational'],['Drama']
30332098,universal soldiers,"['Action/Adventure', 'Science Fiction', 'Thriller']",['Drama']
2735294,the keys to the house,"['Drama', 'Unconventional', 'World cinema']",['Drama']
31520425,darling companion,['Drama'],"['Drama', 'Fantasy', 'Music/Dance']"
4578695,psycho,"['Horror', 'Mystery/Suspense', 'Thriller']","['Drama', 'Fantasy', 'Music/Dance']"
22348093,nelly's folly,"['Animation', ""Children's/Family"", 'Short Film']",['Short Film']
1213939,billboard dad,"[""Children's/Family"", 'Comedy', 'Romance']",['Drama']
33595206,ape suzette,"['Animation', 'Short Film']",['Short Film']
16768172,lucy,"['Comedy', 'Drama', 'Non-fiction/Educational', 'Other']",['Drama']
8076477,the last outpost,"['Action/Adventure', 'War/combat']",[]
27997130,demobbed,['Comedy'],"['Drama', 'Fantasy', 'Music/Dance']"
12817161,mooching through georgia,"['Comedy', 'Short Film']",['Short Film']
10509212,nightmare,"['Drama', 'Horror', 'Mystery/Suspense', 'Thriller']",['Drama']
18488791,the last moment,"['Drama', 'Old-fashioned/classical style']",[]
29003494,brandenburg division,['War/combat'],['Drama']
25771036,steep,"['Non-fiction/Educational', 'Sports']",['Drama']
33156456,womanhandled,"['Action/Adventure', 'Comedy', 'Romance']",[]
30124574,stonerville,"['Adult', 'Comedy', 'Indie']","['Drama', 'Fantasy', 'Music/Dance']"
1583755,poor little rich girl,[],[]
21975745,boy meets dog,['Short Film'],['Short Film']
583407,return to oz,"['Action/Adventure', ""Children's/Family"", 'Fantasy', 'Science Fiction']","['Drama', 'Fantasy', 'Music/Dance']"
33826226,what am i doing in the middle of the revolution?,"['Action/Adventure', 'Comedy', 'Western']",['Drama']
9800451,fires on the plain,"['Asian Movies', 'Drama', 'Old-fashioned/classical style', 'War/combat', 'World cinema']",['Drama']
8767964,peter bell ii: the hunt for the czar crown,"[""Children's/Family""]",['Drama']
18170706,meerkat manor: the story begins,['Non-fiction/Educational'],[]
26006081,toonpur ka superrhero,"['Action/Adventure', 'Animation', 'World cinema']",['Drama']
8020341,chaahat,['Asian Movies'],"['Drama', 'Fantasy', 'Music/Dance']"
4059223,88 minutes,"['Crime', 'Drama', 'Mystery/Suspense', 'Thriller']","['Drama', 'Fantasy', 'Music/Dance']"
19398864,washee ironee,"[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style', 'Short Film']",['Short Film']
6351723,any gun can play,"['Action/Adventure', 'Western', 'World cinema']",['Drama']
33616829,the pink of bagdad,"['Animation', 'Comedy', 'Short Film']",['Short Film']
26545312,hatchet ii,"['Action/Adventure', 'Comedy', 'Horror', 'Thriller', 'Other']","['Drama', 'Fantasy', 'Music/Dance']"
1769515,frankie and johnny,"['Adaptation', 'Comedy', 'Drama', 'Romance']","['Drama', 'Fantasy', 'Music/Dance']"
1964091,next,"['Action/Adventure', 'Science Fiction', 'Thriller']","['Drama', 'Fantasy', 'Music/Dance']"
1024792,police story 3: super cop,"['Action/Adventure', 'Asian Movies', 'Comedy', 'Crime', 'Thriller', 'World cinema']","['Drama', 'Fantasy', 'Music/Dance']"
348292,the dark crystal,"['Action/Adventure', 'Animation', ""Children's/Family"", 'Fantasy']","['Drama', 'Fantasy', 'Music/Dance']"
20467374,until they sail,"['Crime', 'Drama', 'Romance']","['Drama', 'Fantasy', 'Music/Dance']"
14560087,the eunuch,"['Action/Adventure', 'Asian Movies', 'Romance']",['Drama']
24624474,the princess and the pea,"['Animation', ""Children's/Family"", 'Fantasy']",[]
26968526,outrage,"['Action/Adventure', 'Asian Movies', 'Crime', 'Drama', 'Thriller', 'World cinema']","['Drama', 'Fantasy', 'Music/Dance']"
1127016,facing windows,"['Drama', 'LGBT', 'Romance', 'World cinema']","['Drama', 'Fantasy', 'Music/Dance']"
20603201,growing pains: return of the seavers,['Comedy'],['Drama']
5170189,mondo enduro,"['Non-fiction/Educational', 'Sports']",['Short Film']
25852932,wet weekend,['Adult'],[]
19713760,joy scouts,"[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style', 'Short Film']",['Short Film']
787273,true colors,"['Drama', 'Political']","['Drama', 'Fantasy', 'Music/Dance']"
28467395,double circle,['Action/Adventure'],['Drama']
17128512,the gaiety girl,"['Drama', 'Old-fashioned/classical style']",['Drama']
35002689,"amour, sexe et mobylette",['Non-fiction/Educational'],['Drama']
1884508,rascal,"['Action/Adventure', ""Children's/Family"", 'Drama']",['Drama']
11420824,ruffian,"[""Children's/Family"", 'Drama', 'Non-fiction/Educational', 'Sports']",['Drama']
20011682,buried country,"['Drama', 'Historical', 'Music/Dance', 'Non-fiction/Educational']",[]
26163439,submarino,['Drama'],['Drama']
7022631,promises! promises!,"['Adult', 'Comedy', 'Romance']",['Drama']
31805558,breakaway,"['Comedy', 'Drama', 'Sports']","['Drama', 'Fantasy', 'Music/Dance']"
29257261,orkkapurathu,"['Action/Adventure', 'Asian Movies', 'Drama']",['Drama']
23419883,little robinson crusoe,"[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style']",[]
18118679,torch song trilogy,"['Comedy', 'Drama', 'LGBT', 'Romance']","['Drama', 'Fantasy', 'Music/Dance']"
3821356,claudine's return,"['Drama', 'Mystery/Suspense', 'Thriller']",['Drama']
31304479,copper canyon,"['Action/Adventure', 'Western']","['Drama', 'Fantasy', 'Music/Dance']"
18692593,evelyn prentice,"['Adaptation', 'Crime', 'Drama', 'Mystery/Suspense', 'Old-fashioned/classical style', 'Romance', 'Thriller']",['Drama']
9303009,the cat and the mermouse,"['Animation', ""Children's/Family"", 'Short Film']",['Short Film']
1644364,he got game,"['Drama', 'Indie', 'Sports']","['Drama', 'Fantasy', 'Music/Dance']"
18935404,thiruvannamalai,['Action/Adventure'],"['Drama', 'Fantasy', 'Music/Dance']"
19777337,welcome to the rileys,"['Drama', 'Indie']","['Drama', 'Fantasy', 'Music/Dance']"
34350470,old loves and new,"['Action/Adventure', 'Drama', 'Romance']",['Drama']
24598397,bank robber,"['Comedy', 'Crime', 'Romance']","['Drama', 'Fantasy', 'Music/Dance']"
36814246,eraserhead,"['Drama', 'Fantasy', 'Horror', 'Indie', 'Old-fashioned/classical style', 'Science Fiction', 'Unconventional', 'Other']","['Drama', 'Fantasy', 'Music/Dance']"
1934018,grumpy old men,"['Comedy', 'Drama', 'Friendships, Family & Personal Relationships', 'Romance']","['Drama', 'Fantasy', 'Music/Dance']"
25248084,the new kids,"['Drama', 'Horror', 'Teen', 'Thriller']","['Drama', 'Fantasy', 'Music/Dance']"
6031889,hannibal brooks,"['Action/Adventure', 'Comedy', 'Drama']",['Drama']
1871096,bad boys,"['Coming of age', 'Crime', 'Drama', 'Thriller']","['Drama', 'Fantasy', 'Music/Dance']"
27222031,chico xavier,"['Drama', 'Non-fiction/Educational']",['Drama']
9613521,"now you see him, now you don't","[""Children's/Family"", 'Comedy', 'Drama', 'Science Fiction']",['Drama']
2148869,small sacrifices,"['Crime', 'Drama', 'Non-fiction/Educational']",['Drama']
28207790,blood money,['Drama'],[]
12137970,the mad,"['Horror', 'Supernatural/Monster']",['Drama']
4261392,phat girlz,"['Comedy', 'Drama', 'Romance']","['Drama', 'Fantasy', 'Music/Dance']"
20904569,a perfect place,"['Comedy', 'Crime', 'Short Film']",['Short Film']
13234139,pick and shovel,"['Comedy', 'Indie', 'Old-fashioned/classical style', 'Short Film']",['Short Film']
163457,the last detail,"['Action/Adventure', 'Comedy', 'Drama', 'Friendships, Family & Personal Relationships', 'Unconventional']","['Drama', 'Fantasy', 'Music/Dance']"
26276026,assassination of russia,['Non-fiction/Educational'],[]
34237163,charleston,['Comedy'],['Drama']
5833388,triplex,['Comedy'],['Drama']
5098517,my boss's daughter,"['Comedy', 'Romance']","['Drama', 'Fantasy', 'Music/Dance']"
13128831,a bankrupt honeymoon,"['Comedy', 'Old-fashioned/classical style', 'Short Film']",['Short Film']
9878799,the marihuana story,"['Crime', 'Drama']",['Drama']
15106432,trouble the water,"['Culture & Society', 'Indie', 'Non-fiction/Educational', 'Political']",['Drama']
4470950,field mouse,"['Indie', 'Old-fashioned/classical style']",['Drama']
3312138,true crime,"['Crime', 'Drama', 'Mystery/Suspense', 'Thriller']","['Drama', 'Fantasy', 'Music/Dance']"
34245881,speaking of the devil,['Comedy'],['Drama']
31123562,when you come home,['Comedy'],['Drama']
33459944,shakal pe mat ja,"['Comedy', 'Crime', 'Drama']",['Drama']
12147070,things we lost in the fire,['Drama'],"['Drama', 'Fantasy', 'Music/Dance']"
26839828,ghoom,['Comedy'],[]
31613464,circle of deceit,"['Drama', 'Political', 'War/combat', 'World cinema']",['Drama']
65669,a knight's tale,"['Action/Adventure', 'Comedy', 'Drama', 'Historical', 'Romance']","['Drama', 'Fantasy', 'Music/Dance']"
5424659,the book of pooh: stories from the heart,"['Animation', ""Children's/Family""]",[]
964721,windtalkers,"['Action/Adventure', 'Drama', 'War/combat']","['Drama', 'Fantasy', 'Music/Dance']"
6734632,the seal of nehahra,"['Action/Adventure', 'Drama']",['Drama']
17407591,penny wisdom,"['Comedy', 'Short Film']",['Short Film']
4187903,the watcher in the woods,"[""Children's/Family"", 'Fantasy', 'Horror', 'Mystery/Suspense', 'Science Fiction', 'Supernatural/Monster', 'Thriller']","['Drama', 'Fantasy', 'Music/Dance']"
35504674,room 304,['Drama'],['Drama']
5419425,daddy's little girls,"['Comedy', 'Drama', 'Romance']","['Drama', 'Fantasy', 'Music/Dance']"
9516017,lakshmi kalyanam,['Drama'],['Drama']
7873210,lord of the flies,"['Action/Adventure', 'Adaptation', 'Drama', 'Thriller']","['Drama', 'Fantasy', 'Music/Dance']"
35908431,forbidden,"['Crime', 'Drama', 'Romance']",['Drama']
15119780,the driftin' kid,"['Action/Adventure', 'Indie', 'Old-fashioned/classical style', 'Short Film', 'Western']",['Short Film']
1152416,antitrust,"['Action/Adventure', 'Crime', 'Drama', 'Mystery/Suspense', 'Thriller']","['Drama', 'Fantasy', 'Music/Dance']"
26971778,man wanted,"['Comedy', 'Drama', 'Old-fashioned/classical style', 'Romance']",[]
33279236,quest for zhu,"['Action/Adventure', 'Animation', ""Children's/Family""]",[]
17215226,you'll find out,"['Comedy', 'Horror', 'Mystery/Suspense', 'Old-fashioned/classical style']","['Drama', 'Fantasy', 'Music/Dance']"
4521534,roja,"['Action/Adventure', 'Asian Movies', 'Crime', 'Drama', 'Romance', 'Thriller', 'World cinema']","['Drama', 'Fantasy', 'Music/Dance']"
8237971,"april 1, 2000",['Science Fiction'],['Drama']
11226458,make it happen,"['Drama', 'Music/Dance', 'Romance']","['Drama', 'Fantasy', 'Music/Dance']"
3031886,bloody sunday,"['Drama', 'Historical', 'Non-fiction/Educational', 'Political']","['Drama', 'Fantasy', 'Music/Dance']"
29034986,the devil's double,"['Action/Adventure', 'Adaptation', 'Crime', 'Drama', 'Historical', 'Non-fiction/Educational', 'Political', 'Thriller', 'World cinema']","['Drama', 'Fantasy', 'Music/Dance']"
10921936,ilzaam,"[""Children's/Family""]",['Drama']
464189,westworld,"['Science Fiction', 'Thriller', 'Western']","['Drama', 'Fantasy', 'Music/Dance']"
55720,mulan,"['Action/Adventure', 'Animation', ""Children's/Family"", 'Drama', 'Music/Dance']","['Drama', 'Fantasy', 'Music/Dance']"
4541389,khoey ho tum kahan,"['Drama', 'Thriller']",['Short Film']
12527169,the foghorn leghorn,"['Animation', ""Children's/Family"", 'Comedy']",['Short Film']
2046012,creepshow 2,"['Horror', 'Supernatural/Monster', 'Other']","['Drama', 'Fantasy', 'Music/Dance']"
14290079,birds of a feather,"['Comedy', 'Indie', 'Old-fashioned/classical style', 'Short Film']",['Short Film']
8567598,jim brown: all-american,"['Non-fiction/Educational', 'Sports']",['Drama']
22815373,rumpelstiltskin,"['Horror', 'Supernatural/Monster', 'Unconventional']",['Drama']
3112909,fantastic mr. fox,"['Action/Adventure', 'Animation', ""Children's/Family"", 'Comedy']","['Drama', 'Fantasy', 'Music/Dance']"
30774960,it can't last forever,"['Action/Adventure', 'Comedy', 'Crime', 'Drama']",[]
24478837,the white desert,['Old-fashioned/classical style'],[]
26111191,everything will be fine,"['Comedy', 'Crime', 'Drama', 'LGBT', 'Mystery/Suspense', 'Thriller']",['Drama']
23894397,marionettes,['Old-fashioned/classical style'],['Drama']
161901,charly,"['Adaptation', 'Drama', 'Romance', 'Science Fiction']","['Drama', 'Fantasy', 'Music/Dance']"
1980268,the girls of pleasure island,"['Comedy', 'Drama', 'Romance']",['Drama']
35623226,do waqt ki roti,['Action/Adventure'],['Drama']
13155531,thundering fleas,"[""Children's/Family"", 'Comedy', 'Indie', 'Old-fashioned/classical style', 'Short Film']",['Short Film']
32715601,the forbidden team,['Non-fiction/Educational'],[]
29375274,toto in madrid,['Comedy'],['Drama']
23791169,choices of the heart: the margaret sanger story,"['Culture & Society', 'Drama', 'Non-fiction/Educational', 'Other']",['Drama']
32076526,jaag utha insan,"[""Children's/Family"", 'Drama']",['Drama']
17325678,the mystic,"['Drama', 'Old-fashioned/classical style']",[]
19115862,letter from an unknown woman,"['Drama', 'Music/Dance', 'Old-fashioned/classical style', 'Romance']",[]
28066996,murder at midnight,['Mystery/Suspense'],[]
19892032,death duel,"['Action/Adventure', 'Asian Movies']",['Drama']
36225757,omkara,"['Action/Adventure', 'Crime', 'Thriller']",['Drama']
748895,sonatine,"['Action/Adventure', 'Asian Movies', 'Crime', 'Drama', 'Thriller', 'World cinema']",[]
948608,the man in the moon,"['Coming of age', 'Drama', 'Historical', 'Romance', 'Teen']","['Drama', 'Fantasy', 'Music/Dance']"
13401923,a gambler's honor,"['Indie', 'Old-fashioned/classical style', 'Short Film']",['Short Film']
22152731,alien trespass,"['Comedy', 'Science Fiction', 'Supernatural/Monster']",['Drama']
4586733,youngblood,"['Action/Adventure', 'Crime', 'Drama']",['Drama']
16542152,the brat,"['Comedy', 'Old-fashioned/classical style']",[]
24577134,the healer,"['Drama', 'Romance']",['Drama']
221489,tie me up! tie me down!,"['Adult', 'Comedy', 'Drama', 'Romance', 'World cinema']","['Drama', 'Fantasy', 'Music/Dance']"
14091431,a mixup for mazie,"['Comedy', 'Indie', 'Old-fashioned/classical style', 'Short Film']",['Short Film']
34683152,streetdance 2,"['Drama', 'Music/Dance', 'Romance']","['Drama', 'Fantasy', 'Music/Dance']"
35493761,koko and the ghosts,"['Action/Adventure', ""Children's/Family""]",['Drama']
29370106,the muppets,"[""Children's/Family"", 'Comedy', 'Music/Dance']","['Drama', 'Fantasy', 'Music/Dance']"
7624920,naa autograph,"['Drama', 'Romance']",['Drama']
16594592,nerdcore rising,"['Music/Dance', 'Non-fiction/Educational']",['Drama']
2396904,the jazz singer,"['Adaptation', 'Drama', 'Indie', 'Music/Dance']","['Drama', 'Fantasy', 'Music/Dance']"
31290153,men suddenly in love,"['Comedy', 'Romance']",['Drama']
33279717,the watch,"['Comedy', 'Science Fiction']","['Drama', 'Fantasy', 'Music/Dance']"
20152280,the skin,"['Drama', 'War/combat']",['Drama']
629350,grand theft auto,"['Action/Adventure', 'Comedy', 'Drama', 'Romance']","['Drama', 'Fantasy', 'Music/Dance']"
21031257,pueblerina,"['Drama', 'Romance']",['Drama']
23920968,slaves in bondage,"['Crime', 'Drama']",[]
52389,independence day,"['Action/Adventure', 'Science Fiction', 'Thriller']","['Drama', 'Fantasy', 'Music/Dance']"
30009835,underworld: awakening,"['Action/Adventure', 'Fantasy', 'Horror', 'Thriller']","['Drama', 'Fantasy', 'Music/Dance']"
52942,the little girl who lives down the lane,"['Crime', 'Horror', 'Mystery/Suspense', 'Thriller']",[]
28174450,bad teacher,"['Comedy', 'Drama', 'Romance']","['Drama', 'Fantasy', 'Music/Dance']"
36073347,red hot tires,"['Comedy', 'Old-fashioned/classical style']",[]
9857629,angel,"['Action/Adventure', 'Adult', 'Crime', 'Thriller']","['Drama', 'Fantasy', 'Music/Dance']"
19163688,the captain's table,['Comedy'],['Drama']
4892282,boogeymen: the killer compilation,"['Horror', 'Non-fiction/Educational']",[]
15837630,madea goes to jail,"['Comedy', 'Crime', 'Drama', 'Indie']","['Drama', 'Fantasy', 'Music/Dance']"
8425661,mamma mia!,"['Comedy', 'Music/Dance', 'Romance']","['Drama', 'Fantasy', 'Music/Dance']"
14706271,the affairs of anatol,"['Comedy', 'Drama', 'Indie', 'Old-fashioned/classical style', 'Romance']",['Drama']
11963758,phantom of chinatown,"['Crime', 'Mystery/Suspense', 'Old-fashioned/classical style', 'Thriller']",[]
17751093,tarzan and the lost safari,['Action/Adventure'],['Drama']
34683724,the great impersonation,['Thriller'],[]
113452,kiss of the spider woman,"['Adaptation', 'Crime', 'Drama', 'Indie', 'LGBT', 'Political', 'Prison', 'World cinema']","['Drama', 'Fantasy', 'Music/Dance']"
26946311,children of the corn,"['Adaptation', 'Horror', 'Supernatural/Monster', 'Thriller', 'Other']","['Drama', 'Fantasy', 'Music/Dance']"
27193805,laugh it off,['Music/Dance'],['Drama']
17341391,pink panzer,"['Animation', 'Short Film']","['Drama', 'Fantasy', 'Music/Dance']"
33155930,chouans!,"['Action/Adventure', 'War/combat']",['Drama']
24265809,love hunter,"['Adult', 'Asian Movies']",[]
16092686,hearts of oak,"['Drama', 'Old-fashioned/classical style']",[]
7185773,happy end,"['Crime', 'Drama', 'Romance', 'World cinema']",['Drama']
29752895,arjun devaa,['Action/Adventure'],['Drama']
2173146,day-o,"['Comedy', 'Fantasy']",['Drama']
8713368,the man who saved christmas,"[""Children's/Family"", 'Drama', 'Holiday Film']",['Drama']
26858630,this thing called love,['Old-fashioned/classical style'],[]
6838424,par où t'es rentré? on t'a pas vu sortir,['Comedy'],['Drama']
8674127,no small affair,"['Comedy', 'Drama', 'Romance', 'Teen']","['Drama', 'Fantasy', 'Music/Dance']"
20260993,witness to apartheid,['Non-fiction/Educational'],[]
1267905,conquest of space,"['Action/Adventure', 'Drama', 'Science Fiction']","['Drama', 'Fantasy', 'Music/Dance']"
21133929,here and there,"['Comedy', 'Drama', 'Indie', 'World cinema']","['Drama', 'Fantasy', 'Music/Dance']"
24139538,an alligator named daisy,"[""Children's/Family"", 'Comedy', 'Music/Dance', 'Romance']",['Drama']
23201395,kalidas,"['Drama', 'Historical', 'Music/Dance']",['Short Film']
8178958,step across the border,"['Music/Dance', 'Non-fiction/Educational', 'Unconventional']",['Drama']
14631588,the dream girl,"['Drama', 'Indie', 'Old-fashioned/classical style']",[]
